"Country Name","Country Code","Year","average_value_Automated teller machines (ATMs) (per 100,000 adults)","average_value_Bank liquid reserves to bank assets ratio (%)","average_value_Borrowers from commercial banks (per 1,000 adults)","average_value_Broad money (% of GDP)","average_value_Broad money (current LCU)","average_value_Broad money growth (annual %)","average_value_Broad money to total reserves ratio","average_value_Claims on central government (annual growth as % of broad money)","average_value_Claims on central government, etc. (% GDP)","average_value_Claims on private sector (annual growth as % of broad money)","average_value_Commercial bank branches (per 100,000 adults)","average_value_Consumer price index (2010 = 100)","average_value_DEC alternative conversion factor (LCU per US$)","average_value_Deposit interest rate (%)","average_value_Depositors with commercial banks (per 1,000 adults)","average_value_Depth of credit information index (0=low to 8=high)","average_value_Domestic credit provided by financial sector (% of GDP)","average_value_Domestic credit to private sector (% of GDP)","average_value_Domestic credit to private sector by banks (% of GDP)","average_value_Foreign direct investment, net (BoP, current US$)","average_value_Foreign direct investment, net inflows (% of GDP)","average_value_Foreign direct investment, net inflows (BoP, current US$)","average_value_Foreign direct investment, net outflows (% of GDP)","average_value_Foreign direct investment, net outflows (BoP, current US$)","average_value_GDP deflator: linked series (base year varies by country)","average_value_Inflation, GDP deflator: linked series (annual %)","average_value_Inflation, consumer prices (annual %)","average_value_Interest rate spread (lending rate minus deposit rate, %)","average_value_International migrant stock (% of population)","average_value_International migrant stock, total","average_value_Lending interest rate (%)","average_value_Monetary Sector credit to private sector (% GDP)","average_value_Net domestic credit (current LCU)","average_value_Net foreign assets (current LCU)","average_value_Net migration","average_value_Official exchange rate (LCU per US$, period average)","average_value_Personal remittances, paid (current US$)","average_value_Personal remittances, received (% of GDP)","average_value_Personal remittances, received (current US$)","average_value_Personal transfers, receipts (BoP, current US$)","average_value_Portfolio equity, net inflows (BoP, current US$)","average_value_Portfolio investment, net (BoP, current US$)","average_value_Private credit bureau coverage (% of adults)","average_value_Public credit registry coverage (% of adults)","average_value_Real interest rate (%)","average_value_Strength of legal rights index (0=weak to 12=strong)","average_value_Total reserves (% of total external debt)","average_value_Total reserves (includes gold, current US$)","average_value_Total reserves in months of imports","average_value_Total reserves minus gold (current US$)"
"Central Europe and the Baltics","CEB","2012","65.0270483401856","19.0334632515481","499.36","58.5638983846827","","","","","7.11059289818602","","26.63","","","","","","","51.3394190335172","51.3281218888347","","2.90265977899375","39263315156.2913","0.938853820686984","12699563935.8396","","","3.33492267693443","","","","","51.3394190335172","","","-805917","","6145089405.98207","1.59000264322549","21507437878.903","8133421471.22463","4510002990.28832","","53.0727272727273","15.5181818181818","","","39.874886867479","","5.07427623560509",""
"Switzerland","CHE","2007","93.2096678387822","","","126.539082766745","749671010584.31","3.32901707682785","8.30781411877228","-0.0484017555716481","9.77891190059706","10.0982541888339","55.28","97.4322214313128","1.2004","","","","","152.733782016588","152.726949172923","18590543853.6328","9.86516905111721","48688296542.6701","13.6319645829257","67278840396.3029","99.6571657913625","2.37953005240088","0.732350603122241","","","","","152.733782016588","963470896977.64","181613831407.039","344872","1.20036583333333","13402757251.1244","0.363825986540928","1795617229.75524","","688710323.364071","37446227495.2297","24","0","","","","75172320982.2309","2.42378793851361","44474205416.4586"
"Cote d'Ivoire","CIV","1961","","","","","","","","","","","","6.20457880008372","245.2601","","","","","","19.9629380108903","","","","","","","","11.616492146899","","","","","","","","","245.26010162116","","","","","","","","","","","","","",""
"Cabo Verde","CPV","1998","","","","61.4545897527155","31483000000","1.96790972748531","38.5642666228108","0.259753719789865","26.2634777100613","5.69709218342111","","77.2960943460924","98.158","","","","","32.1672799750008","29.8824723866021","-9039816.27500588","1.3017068264142","6793745.39412884","-0.430355515055729","-2246070.88087704","87.6926113340418","-0.335990483230603","4.39423509983478","","","","","32.1672799750008","29971500000","5385616384.62274","","98.1575","412552.438672325","14.1291559557481","73741557.0460778","71930162.3166565","","","","","","","3.37055121217225","8316973.76702968","0.320512923619549","8316973.76702968"
"Germany","DEU","1978","","","","","","","","","","","","47.5612685171675","1.027","","","","","","","2336498531.30119","0.216546108397729","1603458933.00764","0.532088748009485","3939957464.30883","","","2.71869053600734","","","","","","","","","2.00862499916667","5183325684","0.0987656203828298","731329772.9","","1518979218.16694","490320495.827403","","","","","","75286223391.8784","5.7694391215434","48474035391.8784"
"Denmark","DNK","1974","","","","39.7210444471912","82701000000","8.42904342353681","11.3477637629485","1.29667505768827","-2.20264216678685","9.70342983008181","","20.7150852602446","6.0949","","","","","44.9034493707812","25.7520857078593","","0.702566964272313","240000000","0.0234188988090771","8000000","","","15.2752062218394","","","","","44.9034493707812","88905000000","7112388091.41972","","6.094899999","","","","","","","","","","","","1195732105.90787","","857607605.907865"
"East Asia & Pacific (excluding high income)","EAP","1998","","","","112.34040465952","","","","","4.38201018807108","","","","","","","","","102.243573572514","102.344170957039","","4.16203196168594","59527663477.0389","0.393964794191742","5595813056.28924","","","8.6148315364729","5.17","","","","102.723700066128","","","","","3304387053.19803","0.588928516937632","8345711204.18909","","-3052660057.59672","","","","","","44.9051365193752","","11.3768531458075",""
"Egypt, Arab Rep.","EGY","1992","","","","84.5389647735442","117593700000","19.4282371508746","3.04508997437582","2.54913726983057","37.6407267738569","6.25837489678958","","26.0553317615891","3.3233","12","","","","22.2704529115744","22.2704529115744","-455000000","1.09661732566499","459000000","0.0095565780014378","4000000","11.7965871751259","18.3507806752853","13.6374241717218","8.3283333333333","","","20.3283333333333","22.2704529115744","108087350942.435","33565521934.357","-460404","3.32174833333333","233000000","14.5833380301941","6104000000","6104000000","0","-6000000","","","1.67092489526851","","37.2813563451256","11620220747.8378","8.41790817833103","10809756747.8378"
"Fragile and conflict affected situations","FCS","1976","","","","24.5819419655559","","","","","1.34384052199103","","","","","","","","","13.3915452687477","13.1172068368776","","-0.136851874711238","82121247.0943395","","13571943.1156179","","","","","","","","13.3875818895058","","","","","297612864.494","","163734905.244","","1238750.3148212","","","","","","128.38149670879","","",""
"Fiji","FJI","2020","52.9562804262902","21.5633855237017","","","","","","3.6880242751501","45.3904463208903","-3.03686513366628","10.69","128.863810252487","2.1688","3.6954818449094","","","175.477335901705","123.827982725261","84.9341861934792","-225821260.841988","","","0.307681216449463","13464175.4319647","109.71645847253","-1.26433495591986","-2.5952432588737","2.48985331568067","","","6.18533516059007","84.9449163886593","8736837487.48589","2048259984.95387","","2.16880492424242","7445206.26030685","7.1409334759996","312488302.595619","283626939.59586","","179628995.896324","","","7.54506501088949","","","","",""
"France","FRA","2006","92.1943386321041","","","","","","","","7.81667731695083","","45.91","94.3101233525137","0.7971","2.4375","","","","84.2600523442078","84.2225012999479","51482577203.1683","3.40538557579591","78957053786.1346","5.62580816511061","130439630989.303","89.9645625294249","2.15532739127715","1.67512449608728","","","","","84.2600523442078","2347492000000","549048926548.21","","","10285441104.4263","0.670028473460961","15535237652.181","1117063359.89865","94019158285.3696","134236601113.728","0","12.3","","","","98239163382.5086","1.41916447455224","42651647646.8086"
"Gabon","GAB","2015","","34.8084522401867","","24.8968844551111","2117097000000","0.35627928010349","1.92201459024184","10.9124513351229","1.03855352725181","-3.44547092526905","","109.004427677729","591.2117","2.45","","2","","14.5161472286238","14.4850422488408","-25253212.3377691","0.289976986585147","41707702.3264655","0.114401493167125","16454489.9886964","159.030764035844","-8.92717245327955","-0.338795188753357","","15.5558595298651","268384","","14.5161472286238","1435389000000","1119099207448.75","","591.21169798261","121711150.465094","0.128331391379522","18458042.2530413","4086570.31470192","4384144.32189578","-141298621.336349","0","52","","6","36.3929425898782","1863120980.87031","4.24662276758396","1863120980.87031"
"Georgia","GEO","2016","74.4200881080686","18.2552551364103","466.62","44.7739703357303","16045200009.5123","20.2435152867859","2.45958738625962","2.15817225376101","3.2195169460034","26.0209430025587","32.72","117.112733333333","2.3667","9.93868142991361","977.56","8","62.1385963948822","58.7327236421911","53.9439843178764","-1245404460.38","10.9525185781812","1658403920.09","2.72755279968651","412999459.71","102.619318295711","2.61931829571066","2.13492713939124","2.68223523675309","","","12.6209166666667","53.9454309928681","20552413210.2586","1702616228.31769","","2.366725","100492400.12","10.0436499814917","1520785231.49","868582891.88","-3578495.22","-41467763.36","88.6","0","9.74631145193848","9","16.8894877767559","2756383662.9152","3.27536050366031","2756383662.9152"
"Gibraltar","GIB","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.362103332665675","","","","","","","","","","","","","",""
"Equatorial Guinea","GNQ","1980","","","","","","","","","","","","","110.63","","","","","","","","","","","","","","","","","5257","","","","","","211.279555414705","","","","","","","","","","","","","",""
"Greece","GRC","2000","","","","","","","","","","","","72.2012934085379","1.0854","","","","","","","1016664829.19209","-0.0062977231261362","-8195469.28845539","0.774947789605089","1008469359.90363","77.7340346705654","1.59267042967113","3.15118062995734","","10.1484549250906","1111665","","","","","","365.398560833333","545099711.90963","1.68581808678859","2193819905.93717","1613135816.65917","1639899328.28746","-8080354569.26299","","","","","","14594006578.5544","3.85891245914076","13424300678.5544"
"Greenland","GRL","2000","","","","","","","","","","","","","8.0831","","","","","","","","","","","","84.8420019426097","2.11009321468467","","","12.0251361839997","6755","","","","","","8.08314416666667","","","","","","","","","","","","","",""
"Guam","GUM","1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43897","","","","","","","","","","","","","","","","","","","",""
"Guyana","GUY","1988","","","","126.024241808222","5214883000","34.755050391509","129.081262376238","107.246702626271","272.697203303461","16.0403969303584","","","10","12","","","333.987248283887","45.3588459487396","40.4158057132868","","0.507491554071811","2100000","","","","","","3.0691666666667","","","15.0691666666667","40.4158057132868","13607469000","-5313425103.7","","10","","","","","","","","","-6.9366323488486","","0.213292700136314","4040000","","4040000"
"Honduras","HND","1987","","","","22.0740701259047","2733000000","22.3640026863667","12.0136515170697","6.42489366465189","7.93471148616494","17.7524065368256","","6.37050680732365","2","9.61666666666667","","","","","24.4010147301027","-38650000","0.62434161022043","38650000","0.0161537285956127","1000000","","","2.48715402223894","5.92500000000003","","","15.5416666666667","24.4236299501366","4169400000","-1401783401.64488","-73998","2","","0.54438066594898","33700000.76","28000000","0","-600000","","","13.0074710981084","","3.32606562182722","113745600","1.03270468724625","106000000"
"Hungary","HUN","1975","","","","","","","","","","","","2.44332771417658","43.9733","","","","","","","","","","","","","","3.84215991793813","","","401713","","","","","","43.9713833323333","","","","","","","","","","","","","",""
"Jordan","JOR","2016","26.7103330066575","25.3491409642606","","112.713602214732","31924675287.131","4.34340525534017","2.89281460745533","-1.92256498234436","28.4259108090542","5.94798128968622","14.86","115.491068042148","0.71","3.02666666666667","","0","","70.9530803561467","70.8722540839202","-1549718309.85915","3.89285142868971","1552957746.47887","0.0081204047578327","3239436.61971831","100","1.36200664175068","-0.778430463054117","5.08833333333333","","","8.115","70.9530803561467","29451548803.669","10151729838.8479","","0.71","570000000","10.9660770338384","4374647887.32395","4004366197.1831","333661971.830986","-1191408450.70423","0","2.5","6.66225302949733","0","56.9515084183977","15543454210.4578","8.14629408993945","14019407210.4578"
"Cambodia","KHM","1965","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","373625","","","","","","35","","","","","","","","","","","","","",""
"Korea, Rep.","KOR","1979","","","","30.4849964354382","9877840000000","24.584449015782","6.56150964023133","-1.60380797186904","0.420001049308228","40.7277171465941","","18.860602316461","484","","","","","35.4469898741756","34.8824311854405","0","0.256920033454415","172000000","0.0244925452822793","16397000","","","18.3235003042007","","","","","35.4469898741756","11867530000000","515023488573.501","","484","4000000","0.150865833598232","101000000","0","0","-8000000","","","","","","3110375729.00053","1.54745061144305","2959163421.70392"
"Lesotho","LSO","1980","","","","35.2886045819697","118605000","","3.02957212354917","","6.6254091044332","","","10.7941792712051","0.7788","7.5","","","","7.05772091639393","7.05772091639393","-4493898.80340982","1.0413116299005","4493898.80340982","0","0","","","16.2748416182533","3.5","","10655","11","7.05772091639393","55229000","64092646.6905938","","0.778833737276041","","60.9911097513149","263214072.771147","0","0","0","","","-21.532311873904","","69.8738631632251","50268480.6509681","1.25049098704014","50268480.6509681"
"Luxembourg","LUX","2012","100.711344917032","","","","","","","","-0.154152732940932","","82.98","106.164346164346","0.778293601412852","","","","","88.1572276265727","88.1572276265727","-98935395700.2706","44.9864120669659","25497381440.6895","7.07967528774806","4012615654.2386","95.5376837654033","2.55649755309686","2.66284165508017","","","","","88.1572276265727","90284000000","260635383856.995","48704","","11340921188.7773","3.03098145009457","1717898508.05783","53021699.311623","168921564098.075","-329856711331.173","0","0","","","","990807493.37471","0.0345274102737559","870999493.37471"
"Mexico","MEX","1960","","","","22.9386503067485","37390000","","6.73175772873843","","3.30061349693252","","","0.0129045481900888","0.0125","","","","","","20.6134969325153","","","","","","","","4.92751886903111","","","223245","","20.6134969325153","38980000","5520000","","0.0125000000125","","","","","","","","","","","","444341600","","306000000"
"Middle income","MIC","1999","","","","64.0014965344439","","","","","14.0702344918811","","","","","","","","","52.6565125563513","48.3429750292334","","2.93675810774847","153485684757.096","0.321905324032512","16634917132.6861","","","5.19754919264351","8.6691666666667","","","","48.5393012791233","","","","","5462744451.76489","1.26274046045431","64444811234.563","","9199796611.70487","","","","","","27.3474483210872","","8.10562683325396",""
"Niger","NER","1976","","","","11.4948083791718","29239000000","31.0813234107415","","-3.76131982426253","-4.84575423515411","-0.950416928180759","","26.4281492609654","238.9505","","","","","11.1390232434575","10.8072192052885","-11299411.6554636","0.92897270261171","9889077.68217057","-0.1324857387982","-1410333.97329305","","","23.5296801569284","","","","","11.1390232434575","16235000000","17464722056.8613","","238.950494267059","20225946.43","0.59087851946431","6290005.684","3356343.75840068","0","-8369.93455960268","","","","","","","",""
"Nepal","NPL","2000","","","","51.3364742383817","194815759357.75","18.845515164109","2.85671554031837","2.63497132634079","9.59446650845877","10.7520790674786","","55.7535086649626","69.07","","","","","30.6706208188085","30.2810629058099","484826.712274881","-0.0088242529452383","-484826.712274881","0","0","39.5848468870831","4.47243371313625","2.47882020709133","","3.02399163947819","717900","","30.6706208188085","154717974596.5","88978459884.1396","","71.0937958333333","16732552.4064896","2.02936064424625","111498192.002855","111498192.002855","","0","","","","","34.3483674376803","987342047.009884","6.49127474402049","945404440.309884"
"Nauru","NRU","1963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.892856999892857","","","","","","","","","","","","","",""
"OECD members","OED","1992","","","","94.9230825544774","","","","","23.5960856481203","","","","","","","","","","86.908326069181","","0.663756318794308","141641045978.131","0.971401864704348","206669794156.301","","","5.05697932185187","","","","","86.9802921086433","","","8572487","","56881219970.3289","0.238533624950263","49964271884.17","","41024190982.6339","","","","","","","","3.15985845795436",""
"Philippines","PHL","1962","","","","24.5707891373784","4040400000","19.7865401719537","14.4014391852369","-4.18025496590572","3.24740159374321","13.2522976578713","","1.21345701083502","3.7374","","","","","16.5167466827838","16.5167466827838","","","","","","","","5.79665220101376","","","","","16.5167466827838","4084000000","292000000","-218063","3.72785157761872","","","","","","","","","","","","75066970","","34000000"
"Poland","POL","1996","","","","32.4701640807878","140237664560","31.2165282432749","2.88672600996461","6.4321983625731","11.7864703853002","22.7226198830409","","50.3561904063371","2.6961","","","","","18.813004026423","18.799343361959","-4445000000","2.80910726400044","4500000000","0.0343335332266721","55000000","53.4018738388968","17.952522466905","19.7949669196707","","","","","18.813004026423","133068612000","61524314584.1053","","2.6961","243000000","0.483166449408076","774000000","723000000","749000000","-304000000","","","","","","18018685657.574","4.93786631096595","17844030407.574"
"French Polynesia","PYF","2015","","","","","","","","","","","","","","","","","","","","-3267219.21939577","","26007149.1590192","","22739929.9396235","","","","","10.6300660621578","30058","","","","","","107.553234404315","9522350.05135883","","564273664.829532","943956.086888415","","21779413.8804828","","","","","","","",""
"French Polynesia","PYF","1985","","","","","","","","","","","","","163.367004394531","","","","","","","","0.0139328364932523","210000","","","","","","","","23734","","","","","","163.367563900455","","","","","","","","","","","","","",""
"French Polynesia","PYF","1986","","","","","","","","","","","","","125.934997558594","","","","","","","","-0.0013034893835143","-30000","","","","","","","","","","","","","","125.928813465","","","","","","","","","","","","","",""
"Russian Federation","RUS","1988","","","","","","","","","","","","","0.0009632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rwanda","RWA","2002","","12.962945796735","","14.6435725084262","136769210000","14.8957963789764","1.1804689807225","-11.9370004152469","-0.666767667250543","7.54679970473198","","49.2347368954152","475.3652","9.64833333333333","","","","9.43022073088733","9.14776206974822","","0.0763444284080738","1500000","","","33.9862364890238","-5.23047352591605","1.99258542453994","6.56666666666667","","","16.215","9.43022073088733","86085540000","94489317725.5527","-72601","475.365241666667","31810000","0.366962219214808","7210000","","","","","","22.6290816508201","","16.7853483670788","243728532.498222","","243728532.498222"
"Saudi Arabia","SAU","1979","","","","17.5516362834172","65983300000","13.697855908357","0.908457591175419","5.42820661716686","-28.9364605914865","21.2556798698692","","68.0131444779626","3.3608","","","","","7.11116939811077","7.11116939811077","1270516964.90373","-1.13581268743147","-1270516964.90373","0","0","","","1.08156690288338","","","","","7.11116939811077","-82049600000","216507796881.854","","3.36083666566667","3763943604","","","0","0","1021471836.18607","","","","","","21611589270.7714","5.15645896878923","19273285270.7714"
"El Salvador","SLV","1961","","","","","113804000.045522","3.08333333333371","4.63539217666667","4.32608695652174","","-6.8152173913047","","1.8760580768495","1","","","","","","","","","","","","","","-2.68247036807422","","","","","","144012000.057605","10054000.0098624","","2.5000000015","","","","","","","","","","","","24551105","","6600000"
"Sub-Saharan Africa (excluding high income)","SSA","2013","4.90326693712396","21.0424588076157","25.27","36.5127155899469","","","","","5.6154016229008","","3.88","","","","150.89","1.58695652173913","","44.6037273643196","26.9295788410429","","2.34007927040186","40633886165.5867","0.813503188112621","12406447063.5029","","","4.90271441893287","6.79775275943483","","","","26.9867377083524","","","","","8616827416.86011","2.16408242829457","37537260239.0349","34873470473.8985","13966131589.5144","","6.64130434782609","4.38913043478261","","4.71739130434783","49.1787562608208","","4.97710521932814",""
"Eswatini","SWZ","2002","","7.71228910372353","","17.106116821985","2582457000","13.2411223182346","0.888176653469292","12.2328758593533","0.963151684765284","16.4948910192265","","59.7290028244155","10.5407","8.01666666666667","","","","10.2375637039582","10.1515713298033","-92618486.2299442","6.48956045855787","92945313.1719951","0.0228194744580626","326826.94205091","59.2001989908221","8.91492858326322","12.0197154699231","7.23333333333333","","","15.25","10.2375637039582","1928451000","1340104605.32498","-47814","10.5407466666667","21147363.3746375","3.08127819799139","44130934.4309573","","-2003273.64538375","-1889904.06751703","","","5.81653176395718","","67.9224523966347","275844476.909858","2.45164499487463","275844476.909858"
"Seychelles","SYC","2006","36.1402240693892","26.1389790783919","93.35","89.8329297489555","5039918148.11","3.03038113519774","8.08582859906381","-8.33913056971146","57.5449924156783","0.402595009836621","40.85","53.9117464625729","5.5197","2.45556333333333","524.63","","","22.7646757708472","22.7646757708472","-137884911.244712","13.828529381106","140555693.466973","0.262764100977198","2670782.2222613","100","1.44234462211674","-0.353465498693752","7.59440333333337","","","10.0499666666667","22.7646757708472","4798598347.66","530203588.42241","","5.51969166666667","17328411.4817604","1.30552163519888","13269559.8869849","13082585.8333084","","-198163391.479","0","0","8.48523570370366","","","112923278.381745","1.30496962022344","112923278.381745"
"Europe & Central Asia (IDA & IBRD countries)","TEC","1974","","","","23.4175070592729","","","","","2.76884688018564","","","","","","","","","","19.6615570794675","","0.179775716014522","64000000","0","0","","","","","","","","17.9352561516709","","","","","","4.00562767244857","1426000000","","0","","","","","","","","5.27841456835848",""
"Turkmenistan","TKM","1977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5070","","","","","","","","","","","","","","",""
"Timor-Leste","TLS","2020","","9.57788547658371","","","","","","-4.37100305773673","-38.8044655145216","3.38591555716545","","","1","0.650169775864108","","","","15.9431082553542","15.8123872284459","-766246111.430552","","","-38.1036532125206","-693867525","107.433628318584","-1.15691500358628","","13.4775657236963","","","14.1277354995604","15.9431082553542","-416305315.689438","1573844305.8458","","1","397625978.042381","8.53709327080049","155460468.461277","150306307.241716","0","-929621999.999999","","","15.4635506405949","","","656523631.709921","8.16967540020137","656523631.709921"
"Uzbekistan","UZB","2017","24.3262824835994","11.5877958354674","88.26","23.4074143809577","70816041518000","40.9912440081834","0.493314904218476","-184.905473405886","-54.7530342088666","40.0331635770729","38.52","","5113.8789","14.6728857315924","785.91","7","","16.5696436218984","16.5696436218984","-1788320486.53227","3.03810530235391","1797341435.65381","0.0152484067939217","9020949.12154168","257.116308107722","19.4312970067626","","0.703891150391399","","","15.3767768819838","16.5696436218984","-54237641050688.6","218431362469227","-44314","5113.87894595717","174311760","12.052329833681","7130151739.46002","4653239134.92352","3149642.25947865","-3149642.25947865","40.1","0","-3.3948556420259","6","167.166887315221","28070940955.3947","18.8661574312442","14042810955.3947"
"St. Vincent and the Grenadines","VCT","1969","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","2.000000001","","","","","","","","","","","","","",""
"South Africa","ZAF","1979","","","","56.454809534601","27402600000","16.8908283531474","5.8428783379845","3.69152280647872","16.4337955046457","12.5359917075106","","5.70226718731511","0.8420226019","","","","82.2822884690661","56.9391623230804","43.9331259399658","0","-0.840560800802853","-484547334.2177","0.018541782370729","10688544.1372","","","13.2936508962732","","","","10","44.3678279321783","26521300000","3946845607.6529","","0.842022601934943","805829650.9","0.0886845636365854","51122856.14","0","0","0","","","-4.40278557295024","","","5569820236.37346","3.85095178037623","434460236.373464"
"Zimbabwe","ZWE","1986","","","","36.421252403107","2264500000","4.22515763796198","7.15900499116261","3.22157906266691","24.8255841794921","3.61301606296313","","","1","10.2791666666667","","","66.9550576867664","12.1366646338638","12.0433799070199","-7445128.0941093","0.1197442656167","7445128.0941093","0.0016083573593777","100000","","","","","","","","12.1366646338638","2381246580.02337","-53928461.932278","","0.0016684764684789","20079193.12","0.012626483821847","785054.6241","0","0","-1253429.52027962","","","","","11.9537294929786","316314907.280467","2.44684086370593","106401607.280467"
"Africa Eastern and Southern","AFE","1996","","","","40.4565073718069","","","","","12.0249314039554","","","","","","","","124.176248962967","83.2570022465199","42.0380154309696","","0.848124525765409","2087426790.47505","0.500559786860529","1093420493.32953","","","9.70658632526506","8.6295833333334","","","","42.2748582997928","","","","","906140764.989689","0.785996909910823","1729240917.21705","","2436444001.71119","","","","","","10.9795845504747","","10.6092873336088",""
"Afghanistan","AFG","1980","","","","28.8571609170968","46344600000","16.8532923185537","1.11793377526649","-20.5014490516383","6.89106863511272","-0.469989031908322","","","44.1","","","","","5.97951437714366","2.85747200676344","0","0.247135743279599","9000000","0","0","","","","","","59021","","5.97951437714366","20670156124.625","39353160286.125","","429.289532135895","","","","0","0","0","","","","","","940035968.528784","12.2016567034564","371168468.528784"
"Africa Western and Central","AFW","2000","","","","16.2070426003995","","","","","2.40702660139394","","","","","","","","","9.15864400492364","9.10547583978887","","1.90844996423138","2560188711.70633","0.789377905748039","1004339306.64151","","","2.53077516737993","","2.25371361878651","6052282","","9.15864400492364","","","","","726586260.63695","1.72517497219455","2197264227.37598","","3317277.740713","","","","","","16.3298740603389","","7.17819456900901",""
"Arab World","ARB","1986","","","","60.899163621717","","","","","4.67438629986323","","","","","","","","","39.5024180753575","38.07279863739","","0.670387001386856","2333917876.12081","0.110091595457269","360876165.856534","","","6.7988584474884","","","","","37.8515445195119","","","","","8410995231.385","","6277412014.418","","39041387.0187388","","","","","","11.0315031753074","","7.24301731346121",""
"Benin","BEN","1980","","","","20.4381268862195","60680999999.8594","48.9433249058262","","3.47070518638924","-5.11416289516777","52.7404825605857","","","211.2796","","","","","28.6290731090899","28.6290731090899","-4316555.84568939","0.30717317865054","4316555.84568939","0","0","","","","","","57430","","28.6290731090899","69815999999.9707","-25423272426.9534","","211.279555414705","2120413.303","5.47960564009351","77002243.04","77002244.5762288","0","0","","","","","","","",""
"Burkina Faso","BFA","2014","3.20842528285257","5.76174779282557","","30.2894261109739","2085265360394.46","11.0177403102591","","4.18046846316829","0.726487143959272","12.1814462650841","2.78","106.975893599335","493.7573","7.25833333333333","126.51","0","","23.4056081561129","23.3588661995455","-287750664.958997","2.56255139217139","357296974.294135","0.498789535397597","69546309.3351375","102.27453888171","-0.620386925840478","-0.258089517535353","-1.92","","","5.33833333333333","23.4056081561129","1879272117604.98","452668480416.146","","493.757329875312","160554578.541688","2.84234067056705","396308040.732104","363941938.938667","65667885.898905","72847526.150312","0","2","5.99591815146962","6","","","",""
"Bulgaria","BGR","2008","80.0081009936202","10.6502654507803","","62.9479663661973","45820040000","8.85665216433777","1.9111823209619","-2.14256407795384","-7.42349857347833","27.6335292450434","92.34","95.0034428974733","1.3371","4.44464166666667","","","","66.9724288422769","66.8731849068658","-9179244609.95921","18.9142471117291","10296720633.7243","2.05271351984618","1117476023.76507","86.4173710755402","8.13147179051536","12.3487195994021","6.41678333333333","","","10.861425","66.9724288422769","44639770000","13620841413.9898","","1.33711666666667","161810951.998948","3.52440624914008","1918650334.46895","1024729577.22791","-105508896.291225","1076810246.75011","5","30.7","2.52466110400625","","33.7880319148364","17930378434.4521","4.77127508823715","16815532884.4521"
"Bahrain","BHR","1977","","","","","361802000","19.079231024938","1.72952825641484","8.25051936834304","","14.1087373655923","","53.069789692663","0.3957","6.5","","","","","","0","","650000","","0","","","17.7311208942373","","","","","","226056938.317586","166652061.682414","48962","0.395649999","347529388.4","","","0","195121951.71268","-195121951.71268","","","","","","528660973.356273","2.53481777717328","503918473.356273"
"Bahamas, The","BHS","1997","","","","38.9637354793473","2467324000","23.477329596637","10.8670506212086","0.810629566609949","6.61045802828645","26.7923631268141","","76.7427905733803","1","5.22833333333333","","","48.2117409622953","40.2845858416135","39.2928544807939","-209600000","3.31629913649887","210000000","0.0063167602599978","400000","81.346873553921","1.92767477035522","0.544150383378706","1.52166666666667","","","6.75","39.2928544807939","3014406000","-148216499.562752","-3001","1","36800000","","","","","","","","-34.9768056051994","","","227046333.545615","1.08764710680534","227046333.545615"
"Belize","BLZ","1979","","","","31.5998023715415","95937000","3.23576885828043","4.58458377138488","0.44226837404498","4.15942028985507","16.5802216722264","","","2","6.799999999","","","","23.2971014492754","23.2971014492754","","-0.0329380764163373","-50000","","","","","","","","","","23.2971014492754","91484000","15139000","","2","","","","","","","","","","","14.5662329319177","10463000","","10463000"
"Central African Republic","CAF","1963","","","","13.0283908384002","4130000000","","9.57728098646013","","-1.13564665903731","","","","245.0164","","","","","14.3217662000816","14.3217662000816","","","","","","","","","","","","","14.3217662000816","4180000000","320000000","","245.016350696075","","","","","","","","","","","","1760000","","1760000"
"Cote d'Ivoire","CIV","1988","","","","30.9055107434438","944003900000","1.4710118724893","","8.54159885836984","8.65877164896735","0.0054819917645435","","41.7724849806154","297.8482","","","","","37.6578524090097","37.4472407355159","","0.50413594002874","51700000","0.00419759070685","430470.0822","","","6.93068617206519","","","","","37.6578524090097","1456513900000","-503680385863.091","","297.848218819378","528792846.7","0.415782145761215","42639167.79","","0","","","","","","","","",""
"Cyprus","CYP","1981","","","","","","","","","","","","36.6810057983919","0.717","","","","","","","-78304678.2724332","3.7511288285811","78304678.2724331","0","0","","","10.7446936083977","","","","","","","","","0.42143075903062","7355894.089","3.97846990697417","83050415.04","0","0","0","","","","","","608833224.915591","5.2533229435094","426380724.915591"
"Germany","DEU","1965","","","","","","","","","","","","28.206904617651","2.04516744613647","","","","","","","","","","","","","","3.24232938546164","","","","","","","","","4.000000003","","","","","","","","","","","","7445164400","","3020220000"
"Dominica","DMA","1968","","","","","","","","","","","","8.90955174044834","2","","","","","","","","","","","","","","5.36991901857966","","","","","","","","","2.000000001","","","","","","","","","","","","","",""
