"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Arable land (% of land area)","average_value_CO2 emissions (kg per 2010 US$ of GDP)","average_value_CO2 emissions (kg per 2017 PPP $ of GDP)","average_value_CO2 emissions (kt)","average_value_CO2 emissions (metric tons per capita)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from gaseous fuel consumption (kt)","average_value_CO2 emissions from liquid fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_CO2 emissions from solid fuel consumption (% of total)","average_value_CO2 emissions from solid fuel consumption (kt)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_Foreign direct investment, net inflows (% of GDP)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area where elevation is below 5 meters (% of total land area)","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Mortality rate, under-5 (per 1,000 live births)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Other greenhouse gas emissions (% change from 1990)","average_value_Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","average_value_Population growth (annual %)","average_value_Population in urban agglomerations of more than 1 million (% of total population)","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Population, total","average_value_Primary completion rate, total (% of relevant age group)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_School enrollment, primary and secondary (gross), gender parity index (GPI)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total greenhouse gas emissions (kt of CO2 equivalent)","average_value_Urban land area where elevation is below 5 meters (% of total land area)","average_value_Urban land area where elevation is below 5 meters (sq. km)","average_value_Urban population","average_value_Urban population (% of total population)","average_value_Urban population growth (annual %)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Lithuania","LTU","2016","100","47.1552632419144","29539","3.10876135276592","","","34.2070815108074","0.244290937319519","0.122310027013263","11200","3.90484587887098","37.6522321428571","4217.05","67.2829017857143","7535.685","6.28628571428571","704.064","","2.73729924200971","34.9605695859008","21900","","21.51590839","","3320","4.7","","3640","","-1825.2640380859","-1.27069453298857","","","2868231","101.889976501465","","31.4717998504639","","","","0.968819975852966","17.33919590185","16.94","18820","","","1932212","67.366","-1.0686342214764",""
"Luxembourg","LUX","1971","","","","","","","","1.06919755682099","","13201.2","38.5525420461946","0.472222222222222","62.339","31.8611111111111","4206.049","66.6666666666667","8800.8","","","","","","","","715.81","21.1","","318.1437","","-17.9940502930021","0.953656918277231","","","342421","","","","","","","0.983120024204254","","","18172.2987","","","256528","74.916","1.67973398036585",""
"Marshall Islands","MHL","2006","77.400520324707","72.2222222222222","130","7.15128628746755","","","11.1111111111111","0.930380813325887","0.736521848993553","140","2.51053528198691","0","0","86.4364285714286","121.011","0","0","","1.32618529138693","52.2222222222222","94","","","40.7502533242343","30","39.7","7.21107721706851","0","","","0.915140324142467","","","55765","106.599449157715","0","16.9624996185303","","","","1.00382995605469","","","170","","","39947","71.635","1.61000752347059",""
"Marshall Islands","MHL","2012","90.5496368408203","66.6666666666667","120","17.8541679251902","","","11.1111111111111","0.898785367943006","0.711509794230743","140","2.46861334461842","0","0","96.9135714285714","135.679","0","0","2.8","11.8456274087129","52.2222222222222","94","","","62.5252310937403","30","38","22.7689831656688","0","","","0.332050183221665","","","56712","","0.257400257400257","12.0257997512817","","","","","","","180","","","42249","74.498","0.951278309662997",""
"Mali","MLI","1994","","28.8889435251887","352500","36.8356936333462","","","2.58976061105238","0.0995595045844387","0.0339490372871326","470","0.0503487292248556","0","0","98.3068085106383","462.042","0","0","","0.836613065012323","10.896663634352","132960","","","3.22577911215591","9430","214.8","-3.09523553856562","6390","-13.1634530351841","-336.382520675659","2.6895455970702","9.36898794662135","","9334893","","78.6231884057971","87.7995424195127","","","","0.610889971256256","","","16310","","","2340164","25.069","4.48059768556051",""
"Northern Mariana Islands","MNP","2001","100","6.52173913043478","30","","","","2.17391304347826","","","","","","","","","","","","","69.1217391304348","317.96","","","82.5922427879492","","","-67.1317974944869","","","","1.49607185244569","","","58319","","0","0","","","","","","","","","","52624","90.235","1.58786699366358",""
"New Caledonia","NCL","1970","","14.3873085339168","2630","","","","0.382932166301969","","","2394.551","21.3799196428571","0","0","55.7427258805513","1334.788","44.2572741194487","1059.763","","","","","","","","180.488","","","83.39806","","","7.41079721537218","","","112000","","","","","","","","","","","","","57380","51.232","8.96448361144912",""
"Nicaragua","NIC","1969","","29.7905933189297","35850","","","","8.64218048861559","0.250647249116881","","1287.117","0.551396680353941","0","0","95.7264957264957","1232.112","0","0","","","","","","","","","173.8","","","","","3.0297335213721","14.7452860297693","","2334285","","","","","","","","","","","","","1077506","46.16","4.92582061131227",""
"Nicaragua","NIC","1999","72.2001266479492","41.6985208575702","50180","17.0002169688192","","","15.3731095230181","0.561695014866794","0.183164958545012","3540","0.709270871547639","0","0","97.4759039548023","3450.647","0","0","","6.94644970538073","45.698188466013","54993.2","","","7.97279629856726","6490","40.7","-0.533044876128663","2130","26.0040000000005","28.0803222656195","1.62398184172651","17.68011923765","","4991041","66.7059020996094","27.3776546629732","59.3843732420398","","","","1.06695997714996","","","12240","","","2746869","55.036","1.89688980378275",""
"Nicaragua","NIC","2003","74.4531402587891","44.3410337377431","53360","15.6259025646946","","","17.0350673092903","0.649220639654044","0.21170647486875","4530","0.855990468839018","0","0","87.58706401766","3967.694","0","0","","3.78208933292091","41.8478394548778","50359.69","","","23.6885043160518","7270","32.9","11.6259270944447","2570","690.175","391.772338867191","1.3850085338443","17.0102690512205","","5292115","74.4897994995117","27.0562770562771","51.7449989318848","","","","","","","14490","","","2944162","55.633","1.65317361499364",""
"Nauru","NRU","1979","","20","4","","","","","","","113.677","14.9065040650407","0","0","100","113.677","0","0","","","","","","","","1.37235","","","0.11516655","","","1.59939963499467","","","7626","","","","","","","","","","","","","7626","100","1.59939963499467",""
"OECD members","OED","1991","99.6409755355259","38.6173140815191","13593163.644","","","","11.4924660751704","0.381709652452425","0.346437674198252","11381640","10.1819923649281","18.0599884607173","2043903.69055735","45.0481817027153","5057369.10008943","35.5686986103317","4105535.39192412","","0.721554110949007","32.3510697646574","11489523.269","","","-1.36795566493546","1996080","20.9652256090992","-0.54549959432475","864390","4.12094118390196","-369058.333028556","0.959500375651771","33.4614448389383","","1117820520","94.04638671875","17.1560238244791","7.36489338259674","","","","0.98793","","","14444710","","","819616354","73.322715047676","1.35195530440255",""
"OECD members","OED","2017","99.9400866840455","34.6698583100578","12310476.227","1.49416636233248","7.94178269575514","1013.1197174669","10.6690319562405","0.231208920945898","0.203975036990208","11924640","8.83274976069081","","","","","","","","2.68222586640988","32.7510476226003","11629150.3","","24.2726829837229","","1645360","7.36502141302939","","758850","","","0.622085575607983","37.1159829951597","","1350048436","98.779670715332","","","","","","0.99924","19.586902232943","15.1265080415915","14769390","","","1085306440","80.3901854906967","0.87544176428753",""
"Other small states","OSS","2016","74.073348877276","38.59810779523","784199.3","2.23015336595365","","","2.05059644515146","0.459331694230768","0.278269757308019","187944.262278644","6.36173981543532","71.725696175448","","20.4328103771062","38402.2947260463","12.6967055362396","","3.03","4.2286837076526","29.1503043750468","592247.9","","2.13794718285157","","74670","52.15647791968","","13170","","-2782.81944102803","2.05192647608321","","","29542903","84.7333526611328","","","","","","0.99512","20.7991476992757","29.0696904183542","282660","","","18056013","61.1179415692493","2.93198022950349",""
"Papua New Guinea","PNG","1990","","1.93658084176125","8770","28.9740589038424","","","0.423972088504174","0.337442591498805","0.193091531709644","2170","0.470119975917725","6.9284331797235","150.347","92.4354377880184","2005.849","0.168986175115207","3.667","","4.82691035296789","80.3773351587687","363996.8","0.467637202","","","3270","84.7","","3030","","-330.92300987244","2.386366029586","","0.527282579","4615843","41.5418891906738","33.0935251798561","71.7004107562091","0.465069502","2146.059082","0.36184757","0.811689972877502","","","8480","0.0025677","11.848629","692099","14.994","3.74938396074489","0.165435009"
"Poland","POL","1974","","62.8717881746058","192570","","","","48.2026837311045","","","346876.198","10.2995112162069","3.65139438019325","12665.818","10.57360931983","36677.334","83.3636382857264","289168.619","","","","","","","","112772","29","","45306.19","","38139.59921875","0.959785770177262","4.19543999938953","","33678899","95.3863220214844","","","","","","0.990400016307831","","","541552.09","","","18398446","54.629","2.16047108300765",""
"Paraguay","PRY","1981","","33.8711301283665","134570","27.7673281227732","","","4.38207903347596","0.126917756865425","","1389.793","0.424633706516684","0","0","94.4591029023747","1312.786","0","0","","0.567159924875368","","","","","","12325","62.9","","7015.083","","32926.0784231567","2.8290462716146","24.440515233788","","3272922","57.5434799194336","","","","","","","","","53699.223","","","1382319","42.235","4.13264373041715",""
"French Polynesia","PYF","2003","100","12.2950819672131","450","","","","0.819672131147541","","","","","","0","","737.067","","0","","","40.6620218579235","1488.23","","","21.4710950520207","","","8.2189125175951","","-99.9999999999993","","1.48742085643585","","","252707","","26.0051495016611","7.81799983978271","","","","","","","","","","142127","56.242","2.1182909201494",""
"French Polynesia","PYF","2019","100","","","","","","","","","","","","","","","","","","","42.4602272727273","1494.6","","","","","","","","","","0.578860345386691","","","279285","","","","","","","","","","","","","172869","61.897","0.680861103949186",""
"Sudan","SDN","2007","34.239616394043","","","25.176378614975","","","","0.235460290448768","0.113545219641073","13420","0.41470158528179","0","0","104.053174366617","13963.936","0","0","2.3","3.27759106787868","","","","","165.255731174151","52060","82.2","241.117638951104","27390","9285.59999999998","2529","2.18305556388922","12.935117217628","","32360619","","28.8986257717586","65.6361999511719","","","","0.859740018844604","","","93130","","","10635641","32.866","2.34444920092884",""
"Senegal","SEN","1964","","45.4318807458578","87470","23.7278033481066","","","15.753389082221","0.199618955798991","","924.084","0.258106647010634","0","0","88.8888888888889","821.408","0","0","","","","","","","","","297.2","","","","","2.79226483531336","12.5367817417878","","3580241","","","","","","","","","","","","","918582","25.657","5.4943895680504",""
"Senegal","SEN","2008","49.999626159668","48.1743104970654","92750","14.6866270243556","","","18.802264582143","0.421747498275996","0.191728976267043","6400","0.533124526227228","0.34378125","22.002","45.894796875","2937.267","9.339390625","597.721","3.4","2.70404714938246","44.3835246455098","85451.6","","","62.2525005375112","9330","74.5","77.8891648614718","6640","127801.63934426","742.878875732422","2.68144527622377","19.2056611160629","","12004700","57.4799118041992","9.77713874910137","40.440601348877","","","","0.956560015678406","","","22850","","","5155659","42.947","3.6454003925688",""
"Singapore","SGP","1970","","17.910447761194","120","2.56493119929243","","","5.97014925373134","1.29338853407121","","18210.322","8.77814439768099","0","0","97.9460330245671","17836.288","0.0604107933950866","11.001","","4.84227033830558","","","","","","658.143","27.1","","406.6332","","","1.55489873401336","99.8931312355176","","2074507","","","","","","","","","","","","","2074507","100","1.55489873401336",""
"Sierra Leone","SLE","1968","","36.7691881407592","26540","32.4319447561929","","","5.40315876974231","0.346979311738297","","385.035","0.145625339682777","0","0","94.2857142857143","363.033","0","0","","","","","","","","","344.4","","","","","1.80179347446601","6.83722571502161","","2644011","","","","","","","","","","","","","594479","22.484","5.05181259682061",""
"Slovenia","SVN","1969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.545750560338995","","","1713874","","","","","","","","","","","","","618383","36.081","3.1058738808966",""
"Slovenia","SVN","1975","","","","","","","","","","","","","","","","","","","","","","","","","2533.41","","","1149.6877","","1203.62614746094","0.977621392692378","","","1793581","","","","","","","","","","14299.5477","","","760012","42.374","3.64423046484891",""
"Seychelles","SYC","1975","","10.8695652173913","50","","","","2.17391304347826","0.222030076347889","","58.672","0.98954327733927","0","0","100","58.672","0","0","","9.58095938751128","","","","","","11.3618","50.8","","9.124788","","122.175164041281","2.31181763519904","","","59292","98.5248870849609","","","","","","1.18224000930786","","","163.002588","","","27432","46.266","5.60396944639417",""
"Europe & Central Asia (IDA & IBRD countries)","TEC","2018","99.9836989296508","28.173768811063","6476947.81","4.69139531407716","","","10.9128428152067","0.694519067705542","0.316627794675822","3278021.79750843","7.14175117866091","","","","","","","3.2","1.69978064825916","39.2731411020916","9028614.0615","","3.15865033366754","","1342910","11.5950227288549","","216510","","","0.438036677228567","20.7765475336014","","458994120","97.6391677856445","","","","","","0.98643","7.41412515764215","9.07567891472431","4885130","","","303259967","66.3302566347505","0.690789826463927",""
"Togo","TGO","2012","38.9705963134766","70.7850707850708","38500","42.5239181266441","1.93913043478261","0.223","48.7221915793344","0.573611258559463","0.188450037307383","2230","0.329209261498003","1.47995515695067","33.003","70.7089686098655","1576.81","0","0","2.7","3.13715184442928","22.6686890972605","12329.5","","","72.9321046396458","3180","82.9","39.8656661864324","1620","57.3487830118724","517.24971580505","2.66091060739875","22.6134136977921","","6773807","75.1290817260742","84.6846846846847","72.7397003173828","","","","","","","7480","","","2611032","38.546","4.00334730744372",""
"Timor-Leste","TLS","1972","","16.4761264290518","2450","","","","5.37995965030262","","","","","","","","","","","","","","","","","","461.216","","","189.09721","","-48.7979428389015","2.51988346535062","","","600185","","","","","","","","","","651.185891","","","81313","13.548","5.02368584244316",""
"Turkey","TUR","1972","","50.4476176864207","388260","34.3133863714977","","","33.2276548471343","0.322597201649798","","53857.229","1.4720210995809","0","0","57.0776877510724","30740.461","35.1263021719888","18918.053","","0.210463507436873","","","","","","33238.7","176.3","","18072.442","","627.379067968697","2.39726465377409","18.888125751508","","36587267","","","","","","","0.649739980697632","","","108791.1739","","","14488558","39.6","4.06513773036434",""
"Ukraine","UKR","1993","100","72.3051695866057","418900","21.5406715990099","","","57.5368947958919","3.42058812516789","0.861118319740464","499320","9.56933030786214","36.8939916286149","184219.079","15.5391438356164","77590.053","54.0825951293759","270045.214","","0.304843093482967","16.1298006386468","93448","","","-7.99372143785613","164300","19.7","-15.4360353883793","31160","-5.81125819513856","-64685.05078125","0.0552096446867263","9.99106732184472","","52179200","97.7793807983398","4.8056663242029","0.893722997148872","","","","1.03937995433807","","","695290","","","34894318","66.874","0.113544230543332",""
"Uruguay","URY","2019","99.9","","","6.45267020344877","","","","","","","","","","","","","","","2.13281680063876","11.4844017826534","20100","","","","","7.1","","","","","0.360034022145695","50.399641104407","","3461731","","","","","","","","","","","","","3303391","95.426","0.456481383436216",""
"Uruguay","URY","2020","","","","7.48145004487127","","","","","","","","","","","","","","","","11.6043880699349","20310","","","","","","","","","","0.345932798178836","50.4469119191001","","3473727","","","","","","","","","","","","","3317930","95.515","0.439157786385389",""
"Venezuela, RB","VEN","1961","","21.8037526217335","192320","","","","3.28779547644691","0.496150370719607","","51928.387","6.15319125691219","19.4901490007768","10120.92","22.2441917943648","11551.05","0.218911093849304","113.677","","","","","","","","","76.6","","","","","3.58786696586462","29.4267827479207","","8439261","","","","","","","","","","","","","5306185","62.875","5.6154396617809",""
"British Virgin Islands","VGB","1980","","53.3333333333333","80","","","","13.3333333333333","","","29.336","2.55740563159271","0","0","100","29.336","0","0","","","","","","","","13.7428","","","5.143799","","1.3156434563518","2.15895947791231","","","11471","","","","","","","","","","37.857299","","","2609","22.741","5.5153795791549",""
"Yemen, Rep.","YEM","1972","","44.3907797791541","234370","","","","2.54749322878194","","","253.023","0.0395931632421694","0","0","100","253.023","0","0","","","","","","","","2338.22","303.3","","1231.3758","","3.22502746582018","1.58045201385801","1.88497964110573","","6390573","","","","","","","","","","5353.7458","","","888354","13.901","3.78432028683726",""
"Aruba","ABW","1965","","11.1111111111111","20","","","","11.1111111111111","","","10623.299","185.213644367732","0","0","100","10623.299","0","0","","","","","","","","","","","","","","0.573498328455836","","","57357","","","","","","","","","","","","","29080","50.7","0.544810147271831",""
"Africa Eastern and Southern","AFE","1995","","41.6870704551006","5083992.95","16.7484524879903","","","5.91040498093945","0.765375735729469","0.368211971557761","330892.998964482","0.946474948273096","1.52697894930649","","23.4369326132319","77551.1691892076","102.980495581196","494134.516862159","","1.08241742719802","39.936850806409","4870542.97","","","","350310","156.552956664439","","214790","","-21069.7066289722","2.71042005666527","11.3735553955093","","349605660","","13.2938812113663","64.9825097919131","","","","","","","895540","","","94986520","27.1696171819529","4.07924732355104",""
"Africa Eastern and Southern","AFE","2002","24.2234301519858","42.7642931543159","5215366.84","13.6667796892502","2.82625742138503","55.2737421601","6.12441639865358","0.747246132077284","0.360333103937121","409057.179215757","0.975749134955925","1.312568634265","","16.9050101772328","69151.1577771251","84.5833063595294","501826.617305016","","2.67943439915523","38.7032073423792","4720092.612","","","","405520","126.139084679722","","224400","","27150.5174729043","2.61958587805167","12.3246169942864","","419223717","","18.0356373929627","64.5788543097796","","","","","","","1040470","","","122850151","29.3041987160712","3.77806692743636",""
"Arab World","ARB","1961","","27.8356427347687","3127460","","","","3.14210795810511","","","62766.1546425027","0.662617676924086","5.75083621853178","","84.4492694090722","52912.2243053434","4.34246816501379","","","","","","","","","","","","","","","2.74065902826332","14.6980964071005","","94724540","","","","","","","","","","","","","30292838","31.97992650347","5.19381298861794",""
"Arab World","ARB","1962","","27.8265643275023","3126440","","","","3.13516564666608","","","70773.5262869367","0.727117017791141","6.42727036169659","","85.6466302367942","60508.4063229127","2.9247983346344","","","","","","","","","","","","","","","2.75525011786809","15.0381454048819","","97334438","","","","","","","","","","","","","31856706","32.7291199844191","5.16250078648955",""
"Australia","AUS","2015","100","45.3144240657095","3481190","2.37264411384703","","","4.04705622014241","0.286610026441312","0.331395236231262","375970","15.7864494009173","19.6317195520919","73809.376","31.1671104077453","117178.985","45.0033372343538","169199.047","","3.46918822638302","17.3248245968004","1330945","","","","133430","3.9","","71960","","-29898.16015625","1.43921665259925","60.3172951623478","","23815995","","13.6378410946741","9.31550025939941","","","","0.925260007381439","","","594580","","","20410546","85.701","1.55480059894141",""
"Austria","AUT","2011","100","33.3971245503325","27573","1.40191493427276","","","16.467823790894","0.169258737208309","0.153201934203852","68270","8.13547478127942","25.717879009814","17557.596","46.9345920609345","32042.246","19.4119496118354","13252.538","","5.33121321219852","46.8356487930137","38667.98","","","-18.8606555597199","7410","4.2","-28.936292537511","3550","88.2496088997052","-4557.25244140629","0.337080841831645","20.8663547770085","","8391643","96.7720184326172","65.6314234326824","31.6378002166748","","","","0.970080018043518","","","80790","","","4792887","57.115","-0.158921841854284",""
"Belgium","BEL","2002","100","45.8751651254954","13891","1.03313414275776","56.1308333333333","6.7357","27.4768824306473","0.265637192833849","0.244430396034361","110850","10.7279886303644","27.6422661253947","30641.452","45.0328110058638","49918.871","20.9963455119531","23274.449","","7.04585014771891","22.1867239101717","6718.14","","","-17.6368019284853","11070","5.4","-3.79769993123765","8010","204.778069821286","-2465.33105468799","0.448268894821562","26.7597554773471","","10332785","","1.40599710893389","1.68130004405975","","","","1.06831002235413","","","131410","","","10047703","97.241","0.504840005818933",""
"Bolivia","BOL","1986","","32.4960768023631","352030","16.9376330958524","","","1.90159697221453","0.464457406688799","","3777.01","0.598657913001937","12.2330097087379","462.042","76.2135922330097","2878.595","0","0","","0.252631224738816","","","","","","18697.5","141","","12084.172","","125794.692197266","2.07667431490529","29.3174224207494","","6309129","","","","","","","","","","161269.112","","","3251410","51.535","4.06786695413203",""
"Brunei Darussalam","BRN","2009","100","2.5426944971537","134","0.908956973474342","","","0.759013282732448","0.556131682813689","0.289507467744671","7430","19.3538976092857","75.412866756393","5603.176","23.6405518169583","1756.493","0","0","","3.03369097831975","72.4288425047438","3817","","","22.6713741779162","10580","9.6","-41.5137863656101","130","-96.3201351954385","-375.70283508301","1.17488119761144","","","383902","101.906356811523","0","0","","","","0.99329000711441","","","18270","","","286422","74.608","1.65348299403652",""
"Central African Republic","CAF","1971","","7.76910976275322","48400","","","","2.85723458216957","0.166305650881431","","183.35","0.0996187484277515","0","0","100","183.35","0","0","","0.347479439106844","","","","","","27465.9","218.1","","34126.97","","40276.4456836262","1.6080642835942","","","1840517","27.5147495269775","","","","","","0.461809992790222","","","101998.998666667","","","521897","28.356","4.70248038091278",""
"Channel Islands","CHI","2004","100","37.8787878787879","75","","","","18.6868686868687","","","","","","","","","","","","","4.57575757575758","9.06","","","","","","","","","","0.433522847117968","","","150722","","0","","","","","","","","","","","46243","30.681","0.635625235061517",""
"Chile","CHL","1990","92.257427","21.3830742994249","158990","8.23652231398093","","","3.76849954003325","0.386104371774675","0.232580706650648","30410","2.29083822154718","8.59773429792831","2614.571","60.9679447550148","18540.352","35.2350345281157","10714.974","","1.99674530406883","20.5049009323069","152460.5","0.505208634","","","12220","19.1","","4760","","-2426.4694824219","1.63946957022375","34.7725211205717","0.363297299","13274617","","53.8373612018289","34.0268705730956","0.498677294","3597.688721","0.148409527","1.00768005847931","","","47520","0.00653134","47.12010574","11053906","83.271","1.79330140800986","0.214887772"
"China","CHN","1967","","38.4855751376702","3627150","39.8060416898896","","","10.7710590257515","3.09962273583435","","433234.048","0.574162146975018","0.646668472372698","2801.588","9.8176801191766","42533.533","88.6155877573131","383912.898","","","","","","","","","","","","","","2.5706976197388","8.24952912331853","","754550000","","","","","","","","","","","","","134196718","17.785","1.84240345667628",""
"Colombia","COL","1993","92.4279937744141","40.4713835060838","449030","14.9678292386502","","","2.63452005407841","0.337251639443534","0.181363936615733","55780","1.58956905295425","15.5081624238078","8650.453","64.6556920043026","36064.945","25.4875564718537","14216.959","","1.44341026306631","57.9462352410996","642913.48","","","3.67106844648215","59460","31.8","3.0801466896397","18250","9.94377563915576","-2770.32080078131","1.92400427953526","33.4850500717101","","35091272","84.2155075073242","73.2539744287974","33.2047878727873","","","","1.06563997268677","","","133730","","","24870588","70.874","2.5737392641816",""
"Costa Rica","CRI","2015","99.409804","34.8119858989424","17775","4.74911042904841","","","4.9647473560517","0.166223807516927","0.0812542492933701","7540","1.55534308826366","0","0","85.4012201591512","6439.252","3.64754641909814","275.025","","5.2363948705835","57.8345084214649","29530.3","","","","4640","9","","1830","","7.49658203125","1.0870985434196","26.756253603435","","4847805","99.5866012573242","99.0011098779134","38.326301574707","","","","1.01672005653381","","","14630","","","3726120","76.862","2.29259339332327",""
"Cayman Islands","CYM","1973","","11.25","27","","","","0.833333333333333","","","58.672","5.4436815735758","0","0","100","58.672","0","0","","","","","","","","13.3732","","","2.3779635","","13.8343257761717","6.15122396073416","","","10778","","","","","","","1.10508000850677","","","101.8743635","","","10778","100","6.15122396073416",""
"Germany","DEU","2017","100","47.7631164667831","166870","0.826170449037689","22.8439252336449","24.443","33.694936600166","0.189029187077359","0.16728635972097","732200","8.85829369906254","","","","","","","","2.98096170456659","32.6845464693591","114190","","45.3573960418849","","54780","3.9","","34580","","","0.373724559895838","9.55008627097315","","82657002","98.8051376342773","","15.2159004211426","","","","0.957650005817413","38.7874034693079","37.7519230162364","832650","","","63861626","77.261","0.421625391544917",""
"Dominican Republic","DOM","1969","","48.2301800869385","23300","21.3002844372206","","","16.8702132063755","0.410561340615672","","2654.908","0.607096020765004","0","0","92.6795580110497","2460.557","0.138121546961326","3.667","","","","","","","","","126.5","","","","","2.9133848865464","14.7901261500066","","4373127","","","","","","","","","","","","","1714572","39.207","5.63849305122975",""
"Egypt, Arab Rep.","EGY","2004","97.9692459106445","3.49389723240745","34780","14.2699361219864","","","2.97855241348134","0.918592531966892","0.235062855725181","142690","1.92376988034297","40.4169241011984","57670.909","53.050585885486","75697.881","2.23838881491345","3193.957","","1.59083618380383","0.0620643929880958","617.82","","","61.1912541584239","50500","37.5","11.8908337696037","20980","44.1956605087974","-8453.05957031299","1.83132697663813","25.2020608888739","","74172073","90.1892395019531","12.9981539798024","7.2140998840332","","","","0.957469999790192","","","216080","","","31879899","42.981","1.93840893533356",""
"Spain","ESP","2002","100","58.9511862776531","294190","3.48901743975068","31.9307553956835","35.507","25.8676659185636","0.254160071996784","0.207735322724532","312750","7.54859375551361","13.7323434052758","42947.904","53.725214068745","168025.607","26.3449474020783","82393.823","","5.57981651835264","34.8353077909586","173842.12","","","10.0963150355085","40830","5.1","1.3270496761691","22400","28.663019903037","-2986.90234375","1.41259540475782","23.1331681999504","","41431558","","13.8306164215124","7.41650009155273","","","","1.03454005718231","","","384510","","","31708814","76.533","1.6611622094209",""
"Ethiopia","ETH","1998","","30.508","305080","49.0619078585","","","9.95","0.275568013858783","0.0747575084629949","3230","0.0516736139680914","0","0","88.0988235294118","2845.592","0","0","","3.33413278780113","18.6745","186745","","","17.5056839072266","54060","152.1","6.5265378200726","27440","32356.577290036","-53.2109451293945","2.93885611342521","3.64886105915487","","62507724","17.1501407623291","97.0961887477314","96.1002414378477","","","","","","","84790","","","8981735","14.369","4.2206152672708",""
"European Union","EUU","2003","100","44.244347281761","1769138.1","2.09570010620253","","","26.4195787336601","0.264759281804564","0.225491508816636","3503750","8.10273105293447","22.1350219621834","777268.800179638","42.7664038530146","1498427.875","31.9723676061363","1120840.64495437","","2.96109283036685","38.3244812198782","1532428.526","","","-22.3289800679413","486110","6.35520461460159","-26.1792428083723","268820","-46.6957798589762","-66487.7729015355","0.356010506051675","16.3442260984915","","432415932","98.4877090454102","14.1833821607103","9.27593225892983","","","","1.00192","","","4323490","","","309016307","71.4627478838985","0.669254937523206",""
"Finland","FIN","1966","","9.38770150037756","28594","","","","8.97403066417151","0.42119767886931","","29519.35","6.44405024461516","0","0","74.3229813664596","21939.661","23.0186335403727","6794.951","","","","","","","","","19.3","","","","","0.374800826434961","10.556534142321","","4580869","","","","","","","","","","","","","2770510","60.48","1.74327265691364",""
"Faroe Islands","FRO","1967","","2.14899713467049","30","","","","2.14899713467049","","","168.682","4.4737302744994","0","0","95.6521739130435","161.348","2.17391304347826","3.667","","","","","","","","","","","","","","1.12552529719214","","","37705","","","","","","","","","","","","","10076","26.723","2.61426510817535",""
"Georgia","GEO","1982","","","","21.5384615384615","","","","","","","","","","","","","","","","","","","","","3891.84","54.8","","3939.108","","6202.0504638672","0.846666492599661","24.7478427401603","","4542800","","","","","","","","","","50752.148","","","2415679","53.176","1.48807596600273",""
"Georgia","GEO","2013","100","35.7763707008203","24861","8.61641444963995","","","5.98215570585696","0.540930947798301","0.179628013010634","7840","2.10884888053479","45.0423596938776","3531.321","33.9103954081633","2658.575","15.3883035714286","1206.443","4","6.08836242104742","40.6159159591308","28224","","","","5710","11.4","","2330","","865.973815917969","-0.300972141406188","29.0142368818302","","3717668","104.258110046387","82.2248732478378","33.1636009216309","","","","1.0081000328064","","","16040","","","2107360","56.685","0.375199996686463",""
"Ghana","GHA","2018","80.4","64.9676540388503","147827.4","18.6872687484879","","","20.6557088863497","0.300005928242182","0.10452172810368","16110","0.541201382411755","","","","","","","3.6","4.57627082751831","35.0323459611497","79712.6","","0.0974062095921647","","21350","48","","5790","","","2.19285287421765","18.4905668363887","","29767108","93.8091125488281","","41.9766006469727","","","","1.0022200345993","7.79471942096576","15.0573797984075","44500","","","16687441","56.06","3.36451228463169",""
"Guinea-Bissau","GNB","2000","","23.5817923186344","6631.2","41.7286714348049","","","10.6685633001422","0.226879703302535","0.0724792732243258","150","0.124864210171439","0","0","97.7866666666667","146.68","0","0","","0.189242619240965","76.4182076813656","21488.8","6.524519474","","11.5380419392128","1000","173","4.22722433638989","550","25035.1500000001","-3.84814316034294","2.03266448495943","","15.299053821","1201305","28.3134307861328","0","91.2377014160156","6.430561765","2182.278076","12.16095455","0.644640028476715","","","1730","0.093957709","31.88552666","435389","36.243","3.08104896391603","3.138099271"
