"Country Name","Country Code","Year","average_value_Age dependency ratio (% of working-age population)","average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)","average_value_Population ages 15-64 (% of total population)","average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)","average_value_Population ages 65 and above (% of total population)","average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)","average_value_Population growth (annual %)","average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total","average_value_Sex ratio at birth (male births per female births)"
"French Polynesia","PYF","1983","69.431572131048","5.12576643665135","64.3058056943967","11.6878080512397","11.3622340547087","59.0208478898305","46245","57.8510845905577","52590","60.0904956694623","98834","9.52613275288348","9.56831737471149","8.6191798643949","8.72277702872552","6.82654056894093","7.27507484174684","5.20528409517376","5.96562992755776","4.8812829943206","5.42059919102356","3.74790462608522","4.01860188761169","3.19372513698116","3.72609063278411","2.37809302209212","2.33551955026395","1.7851334784458","1.69565118032862","3.02536264340016","2613","3.26878330706297","2455","2.80513722891291","5066","1.2322049588431","1.15290568797276","1.14713903275038","1.0706368975525","0.461607746003152","0.364496446445303","0.427831569466336","0.217098196942343","2.89416962067946","79938","47.7367188992929","87518","52.263281100707","167456",""
"Qatar","QAT","2018","17.5237757244678","1.61015839216531","15.9136173323025","6.48212967488087","3.55310976855222","85.08916547614","485018","71.1816149848616","1882067","89.6093940820863","2366910","7.21754789170816","10.2889062091576","10.9442441159938","18.0535551809003","13.4306650757799","17.4809229724692","11.6213983072613","12.5292517596287","7.98143769785186","9.74112758123716","5.87145811227492","7.70380055049252","4.06013669298087","5.28662320305518","2.33452356317537","3.24929617231054","1.23807385295451","1.72280068428287","1.3700703387375","11671","1.71284494284402","26435","1.25862912030228","38111","0.728520460652704","0.817073362341874","0.458480644455892","0.287577828130349","0.243769638425492","0.0666095002573441","0.282074199309931","0.0873684295727136","2.0687541103032","681381","24.4952873836765","2100301","75.5047126163235","2781682","1.045"
"Romania","ROU","2008","45.1181075545253","22.5364535682822","22.581653986243","6.29131411688937","7.02739128210102","68.9093894976057","7093163","67.1953360449134","7059152","70.7199504207304","14152524","7.0510048865419","7.85203978116055","6.73388172074648","7.38411270472736","7.56386060628988","8.29261488962508","7.51483172651431","8.25133505064312","6.66259415922103","7.20003761512966","5.7543035708698","5.99422971267296","7.42007120349601","7.41801373544908","6.9254203392791","6.57746178083537","5.27805371506552","4.72271386838616","15.5297311982798","1905939","18.0554430790024","1283844","12.8617962054157","3189477","4.90158963229274","3.87751929010135","5.31752714732529","3.85029573512785","3.91371701771027","2.77145865111434","3.92260928167414","2.36252252907221","-1.66638264306554","10556035","51.3978934033097","9981840","48.6021065966903","20537875","1.058"
"South Asia","SAS","1998","69.4237682963972","7.01889020021651","62.0528837969693","10.3120994648824","10.3861808779143","59.1464782286686","382237060","59.2547850765645","409853936","59.0457914004011","792091234","9.0381195379084","9.03454889290838","7.9864527984671","7.98792176019247","7.0761762504415","7.11709236472611","6.19684980729405","6.26712782420342","5.29442879525171","5.38544655470987","4.36982799344849","4.37679809978019","3.50913461377702","3.37927942112923","3.00070483569504","2.83632786119309","2.47099097939876","2.27506774364407","4.1514263364669","28146114","4.36323975443533","27449551","3.9545318954328","55596014","1.82957035967902","1.68035390000305","1.22986543571035","1.13606570082913","0.734819553800999","0.667300499898321","0.568984405244967","0.470811794702292","1.96873616071007","645073743","48.1684918197969","694128957","51.8315081802031","1339202700",""
"El Salvador","SLV","1967","97.1051463224885","6.39724840521202","90.7078979172764","10.0568916351481","10.0883888108261","50.7343279457918","872583","51.1358402064695","845973","50.326118899548","1718567","8.13512876801598","8.00014515324971","7.02015117188095","6.95878956467113","6.01956631555753","6.02183723561585","4.94977150753457","4.89535283542596","4.21653279825035","4.11354791425488","3.5753591474928","3.45191084734994","2.89814475135402","2.77873290731251","2.36632399633849","2.24969690335768","1.89797011489672","1.76771672748429","3.24560287395904","60918","3.56996768639512","49020","2.91615258224062","109941","1.44684546783232","1.28472523798589","1.0098441047303","0.842245782524739","0.627343380985254","0.479541125366006","0.485934732847242","0.309640436363983","2.7969275203577","1706402","50.3752158007477","1680982","49.6247841992523","3387384","1.05"
"El Salvador","SLV","1983","87.7834033215243","6.94987620981216","80.8335271117121","10.5257950096597","10.5824362466943","53.2528327646472","1320948","54.0104876877","1237818","52.4674562809346","2558765","8.8126015803085","8.66217561718727","7.4126077134592","7.05468904646511","6.2073209375543","5.74480196981109","5.06083063304337","4.74289921503418","4.45994541495875","4.33335551589069","3.82115732553742","3.85429705100561","3.11617209620869","3.09900216640224","2.51487800141062","2.44166375962133","2.07917897555939","1.95213569282273","3.70100740176506","98634","4.03291457543264","79201","3.35709692774406","177831","1.57139498512711","1.41301477485481","1.1363501620174","0.962482796155155","0.737082051334471","0.582016614876753","0.588087376953664","0.399582741857341","1.41856577502673","2445725","50.9002617308534","2359211","49.0997382691466","4804936",""
"El Salvador","SLV","2020","54.419974078437","13.3587946187521","41.0611794596849","8.46672118226772","9.74317157287652","64.758468164358","2278443","66.0460951533969","1921920","63.2955081372035","4200364","9.34077767925289","10.2373054619513","8.89408213922233","9.08647804127487","7.53222599605714","7.06080573727516","6.6673584988247","5.86848213556473","6.2818843073045","5.4304998247939","5.68297603004484","4.85729265741543","5.04154326497046","4.25516989722121","4.42599623106073","3.69701332883682","3.71252982439155","3.05928947999357","8.65094458161591","328444","9.52073134002575","232675","7.66279676356135","561118","3.15487059018597","2.51918045701127","2.36238458311943","1.91369848216191","1.82901677412772","1.50469763116087","2.17445939259262","1.7252201932273","0.50466302323087","3449777","53.1864029498932","3036424","46.8135970501068","6486201",""
"Serbia","SRB","1994","50.4331744067677","16.6646309751598","33.768543431608","7.67279095713423","8.18245335179496","66.4747003714499","2571687","65.5823182964261","2569901","67.3926059296455","5141578","7.18571725163381","7.66517406396616","6.70662409838761","7.1251879636617","6.58435563741011","6.90227452741961","6.95126102726308","7.22169191668328","7.79929971154004","8.07702298879653","6.40758340477161","6.63104741137196","4.7375878410786","4.71524237979735","5.67657281883906","5.46549274091589","5.86052554836795","5.40701858523806","11.0777663766841","501075","12.7782642558865","355729","9.32857148439822","856825","5.27146478536315","4.38074881884468","3.62971117601338","2.54698860155036","1.61139150829237","1.06469035127069","2.26569678621761","1.3361437127325","0.45784871504276","3921311","50.6980437617266","3813328","49.3019562382734","7734639",""
"South Sudan","SSD","2011","87.8665695103985","6.31041809873745","81.5561514116611","10.7605598161584","10.9199214442154","53.2292668100203","2628843","53.4755595588339","2603966","52.9829548922788","5232807","9.10074530545441","9.15837796791844","7.38580435075797","7.38078069083839","6.20066717236534","6.18317529122693","5.19130401704974","5.15941485218702","4.33263336988766","4.26471557711074","3.54875974654855","3.43522850927133","2.85872312916411","2.70859564036556","2.20786493655068","2.02904578161459","1.88849771489702","1.74369913753041","3.35898800278597","177553","3.61175849084545","152656","3.10609507268363","330212","1.50063944640845","1.36060539716981","1.03741458198187","0.902573572798798","0.634218550109429","0.514006483375262","0.4394859123457","0.328909619339764","3.33369599126706","4915971","50.0063423796588","4914724","49.9936576203412","9830695","1.04"
"Slovak Republic","SVK","1974","56.2129797106663","15.3757240837156","40.8372556269507","9.29919193898633","9.97809156654795","64.0151664892001","1518181","63.7802918198164","1483890","64.2573144645727","3002070","9.00620805917127","9.64018548795036","7.08395409737768","7.45236340031317","6.17242543085003","6.16500555048176","5.76856241515527","5.68212226943057","6.07348003882445","6.05477281006303","6.17267666756274","5.91273054353287","5.92612970681513","5.63127882063916","3.32917955301639","3.16071018543616","4.9484839120571","4.5800538301777","9.8427879475719","263299","11.0614499875638","198290","8.58658665225671","461590","4.08510894880047","3.61674743495233","3.35978855918258","2.62158835279311","2.12161029333561","1.47683386018311","1.49494218624513","0.871417004328167","1.0326455261866","2380329","50.7573693407709","2309294","49.2426306592291","4689623",""
"Seychelles","SYC","1993","66.0049627791563","11.3362742395","54.6686885396563","10.3323523853236","10.6880535752862","60.2389792749612","21561","59.6749372283269","21965","60.8068697342839","43524","9.38740246766922","9.52419529055952","8.752936094387","8.73298768632534","8.29666027700532","8.45484985958091","6.8252382623721","7.36930222510262","4.2765733416129","4.91466839490171","2.40017279084209","2.83538561244329","3.15613272496558","2.94610066969108","3.31542428251303","2.70306761719594","2.93204460163611","2.63825880319724","6.82913656922973","2945","8.15086800399579","1991","5.51144955713977","4934","2.67015848160048","2.14139122920717","2.04109182213343","1.52300712896954","1.48762115607873","0.920825232231584","1.95199654418316","0.926225966731476","2.08375833946223","36130","50.0047251960956","36123","49.9952748039044","72253",""
"Europe & Central Asia (IDA & IBRD countries)","TEC","2009","44.3965945683339","16.4690200918352","27.6874494033017","7.19585426158834","8.19295066361723","69.3690685785141","155318630","68.1034481465539","147640670","70.7515941664461","302960727","8.27447576316937","9.29349171794978","7.81664658742348","8.67514706680907","7.27650237695948","7.87378204264573","6.73522534539219","7.17051612049982","6.38041819921851","6.60657497289839","6.98740963165303","7.01221691093712","6.91761734772704","6.62674723263518","6.08941208617644","5.50665484033785","4.42988654724602","3.79351259811595","11.4244060873999","31872375","13.9752632089462","18024634","8.63767103087745","49894663","3.57868302025253","2.69173405637463","4.28813665071399","2.905300449771","2.77881922877374","1.65705787441095","3.3296243092059","1.38357865032087","0.382507016805334","228062798","52.2196520816319","208674691","47.7803479183681","438498963","1.06166890912916"
"Togo","TGO","1962","86.9449502893845","5.89746294452372","81.0474873448608","9.91965922109425","10.1866971957679","53.491695886852","440265","53.8292999922973","422427","53.1441619384302","862693","8.49049567729685","8.62380011825833","7.24925448501084","7.25162605205883","6.20400517917424","6.18730106809918","5.34190986329474","5.29029904261074","4.60049077444305","4.52904248493464","4.00811355058315","3.81194409148666","3.34433316908977","3.07459081359216","2.63617034543723","2.3842892548467","2.03486772687314","1.80457181677507","3.15466391361366","26789","3.27537532507388","24090","3.03068426283543","50877","1.50166709255879","1.31518361493074","0.989862952398302","0.923421439983896","0.52244125439698","0.529646357265968","0.261404025719809","0.262432850654824","0.949331239291745","817891","50.7137139352948","794870","49.2862860647052","1612761","1.018"
"Thailand","THA","1977","81.971515654416","6.64797827221098","75.323537382205","10.897794362058","10.9809809171107","54.9536566128684","12209087","55.1173018654561","12193563","54.7906955468405","24402667","9.23652675079704","9.18301422173709","7.53805105002249","7.45493355457693","5.93052344089324","5.97617431488731","5.35095846494645","5.36008267158114","4.84883886337548","4.73761487743366","3.97464288111781","3.93656543220372","3.0623404339749","3.07404611839798","2.36362108838221","2.29674435265803","1.91400452988852","1.790539086254","3.65330700169959","908561","4.10165239220432","713674","3.20683092002689","1622284","1.55360251458427","1.34310764155841","1.14940131407487","0.91114251905858","0.750075718597594","0.548789326673978","0.648572844947589","0.403791432735922","2.34368398599217","22151097","49.8832261107268","22254806","50.1167738892732","44405903","1.053"
"Thailand","THA","2003","41.9852317017888","10.330989923295","31.6542417784937","7.93068932041147","8.38013609716922","70.429859606525","23135159","70.6326443245358","22327245","70.2210348486185","45462381","8.07277185382199","8.49372390858942","8.23334972410563","8.41224424776144","8.83123942387606","8.64019041589474","8.93221272800357","8.58740334570766","8.24777230109285","7.97471605012822","7.24055496757332","7.09605853502356","5.56467228235327","5.51667027564921","4.13068833122541","3.97130552230941","3.44869339207226","3.14858645038561","7.27610185898759","2585747","7.89439779360218","2111041","6.63939879854691","4696714","2.98314701728957","2.61621198990491","2.18411671271979","1.88617221876001","1.42640935047051","1.20820872908304","1.3007247131223","0.928805860798948","0.747597771296771","32754202","50.7424779047182","31795665","49.2575220952818","64549867",""
"Turkmenistan","TKM","1964","94.7409071013637","9.24673106097628","85.4941760403874","6.73698972007531","7.45600994373118","51.350252909882","490179","52.233888266692","451106","50.4235251510674","941284","6.00395766977007","6.75583534719226","7.54258970558304","8.36151990646454","6.25821184509037","6.83597985321372","6.15250348720364","6.2027600113566","4.4279227774871","3.33700708893246","3.81018956108654","2.78996774099799","4.65670891093751","3.27944164876363","3.66793083348696","2.94522676312324","2.9768837559714","2.45977684729174","4.7482248301205","48064","5.1217404369634","38977","4.35675371157367","87038","1.87696271755728","1.62301008009979","1.2883206117445","1.20116159233832","1.15298833904677","0.929653914338154","0.803468768614847","0.602928124797403","3.28348486084439","938431","51.1946384879969","894634","48.8053615120031","1833065",""
"Turkmenistan","TKM","1970","97.6747285442335","9.19968950755249","88.475039036681","9.63761525154709","10.0781872115711","50.588176341294","573760","51.161878265832","536737","49.9892428553467","1110494","6.17150856918659","6.71888460983231","4.8822071228577","5.43547808755664","6.33219196404687","6.95610060491476","5.30629714836017","5.72904103082318","5.28757155850409","5.37475377314998","3.93344390348296","3.0011036551008","3.0190109321777","2.14490944905724","3.68439355839709","2.41891394749955","2.90763825727177","2.13187048584108","4.65393419659025","59586","5.31325236744957","42570","3.96477617222608","102162","2.28568116562338","1.68929082010422","1.38221603980525","1.03091631314002","0.799939364756656","0.647850200939737","0.84541579726428","0.596718838042107","2.88215441024659","1121460","51.0877314461555","1073705","48.9122685538445","2195165",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1990","94.5383888077539","5.86629687639684","88.424799189955","10.4026567635969","10.5964963009074","51.469162836247","132614576","51.8138742274111","129596040","51.1211385720469","262210613","8.61104906686207","8.63488540399946","7.17804473858909","7.1537067549098","5.98000144723247","5.88777675873711","4.94370206630278","4.85700375205357","4.10307977237687","4.01644486141771","3.43769444341997","3.32708478109669","2.86889685600503","2.7110927426239","2.39118489386046","2.21789013530313","1.89756417916537","1.71875708099812","3.01933395648164","8364609","3.26813856745425","7017442","2.76813725911394","15382053","1.42817758232375","1.25421072160443","0.965260316573992","0.825327088250063","0.549653644578255","0.450611379446565","0.325047023978254","0.237988069812887","2.83492987313379","255944142","50.2391206475504","253507733","49.7608793524496","509451875","1.03748364646997"
"Trinidad and Tobago","TTO","1997","53.9099999389168","9.54657903256348","44.3634209063533","10.2259732413012","10.5529840103889","64.9729967424642","408621","64.6303715501793","409939","65.3190353651638","818555","8.43678775407557","8.64458767198591","7.45314697038955","7.49623562966563","8.09736129937382","8.05184872409755","7.72725044009977","7.80933563842924","6.41572939518508","6.63517077095898","5.35521943303445","5.55899903600252","4.44417731789834","4.47756913295995","3.61142788453174","3.5003465610784","2.86329781428976","2.59195818959679","6.20273239311409","44507","7.03954017679911","33632","5.35886997187677","78144","2.39085288409678","1.98822489025566","1.91919878907319","1.50622614902923","1.36023649134905","0.977063233454696","1.36925201228009","0.887355699137182","0.182014322997218","632243","50.1844681617795","627595","49.8155318382205","1259838","1.038"
"Tuvalu","TUV","2008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.935041389314323","","","","","10315",""
"Tanzania","TZA","2010","89.9578988679294","4.71310194751843","85.244796920411","10.6273396023263","10.7963782485869","52.6432431853454","11725293","52.7523153301191","11620159","52.533637343111","23345453","9.15087855942133","9.22708163271949","7.70485337967203","7.76678856232683","6.40143360338845","6.48600707503582","5.16033873653511","5.23663231622611","4.10702842138243","4.13188583593165","3.26597732098539","3.19542101020169","2.60227304833908","2.45200787867192","2.04053004201904","1.83868379450786","1.69166261604994","1.40275098890281","2.48113014492116","647800","2.91446447187726","452499","2.04570508580136","1100295","1.2433038851548","0.959150728064659","0.85385530831147","0.605114120305989","0.50820917990623","0.320961665255542","0.30909609850476","0.160478572175167","2.91188894130246","22227068","50.1213217755111","22119464","49.8786782244889","44346532","1.03"
"British Virgin Islands","VGB","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09494911405908","","","","","9213",""
"Virgin Islands (U.S.)","VIR","1969","68.4969402296923","7.08637214631011","61.4105680833822","8.48498709445551","8.02161669433864","59.3483472219957","17771","59.0485836573333","18015","59.6444965328645","35787","9.99117848858104","9.7730898199694","9.81474826020191","9.6884461373181","8.109256052537","8.3536803724322","5.40725977717515","5.69391542142787","4.7244094488189","5.05908780154312","4.20818766948737","4.42751570791418","3.34237265984905","3.64293388026174","2.79674584245434","2.92346257772569","2.16943836377299","2.06074811993359","4.20573702320575","1371","4.5545136733427","1165","3.85779861314582","2536","1.56826869670337","1.4877754989094","1.22847714575097","0.983168929257414","0.875616688992714","0.74225998632679","0.882151141895644","0.644594198652212","7.93519567999014","30096","49.9103124388494","30204","50.0896875611506","60300",""
"Virgin Islands (U.S.)","VIR","1973","77.0931138291825","6.99143175933138","70.1016820698512","8.1418353370872","7.47762936065361","56.4674352102381","24194","56.8863186729569","23307","56.039424199196","47501","7.76898493380003","6.95110880560239","9.3948156039162","9.05459732849177","8.37011109420179","8.32836208014525","6.28519251255517","6.4842432888082","4.41840409881804","4.57787576189859","4.09628164155633","4.25366359745818","3.44696393243038","3.60523926857736","2.74438187997768","3.00609518869148","2.21934763861411","2.30060951886915","3.9482964235795","1783","4.19266473900472","1539","3.70120606925172","3321","1.61568508091107","1.53546881078978","1.09065083954751","0.993386071845416","0.750773601176888","0.604331474516924","0.735555217369249","0.568019712099598","9.733431421438","42530","50.5584693707442","41591","49.4415306292559","84121",""
"Virgin Islands (U.S.)","VIR","2001","51.117205663293","13.597193412315","37.520012250978","8.02711888534975","8.1841042444563","66.1738322400199","37702","67.1744043276332","34128","65.099443724758","71831","5.83661049522216","5.65228987274251","6.08573411392067","5.33414615560466","6.74413224905244","6.24666615865275","7.47904692421303","6.90009906271432","7.42922220047333","7.14775584851025","7.245938395288","6.51908862302827","7.39363311208783","7.24681856282862","6.36688791216613","6.85437780995199","4.56608003985978","5.01409738626838","8.99798511376287","5067","9.02895172340161","4697","8.9594604892174","9767","3.45570048223215","3.427188904976","2.33998256134669","2.52419416292006","1.66912824528","1.52785186314105","1.56414043454277","1.48022555818029","-0.0856389129235212","56125","51.7044043095437","52424","48.2955956904563","108549",""
"Zimbabwe","ZWE","1971","107.675256324698","6.18296123278529","101.492295091913","10.8053562811997","10.86464694139","48.1521027456362","1326302","48.2638082754675","1310978","48.039613741832","2637280","7.43897619600397","7.55949536671953","6.3813806710708","6.4823785834269","5.29732979236732","5.38481439028609","4.45767252566024","4.441228720769","3.91502846042941","3.81732621167393","3.16117824212726","3.06469296638416","2.87268024392782","2.76054690591846","2.21402563148966","2.09622595047476","1.72018023119141","1.56825770478924","2.977223587735","89909","3.2717667154532","73148","2.6804428952946","163062","1.35489984447018","1.17660552475822","0.968113111011322","0.792355453668661","0.585729538221254","0.457318413808671","0.363024221750449","0.25416350305905","3.48653082946744","2748026","50.1741288717975","2728952","49.8258711282025","5476978",""
"Africa Western and Central","AFW","1998","91.1493690992209","5.69121603392168","85.2824524203392","10.7383475016735","10.9147277410549","52.3632398727443","66659615","52.6737478419324","65977869","52.0533665067629","132637295","8.94807531652988","9.00463253633305","7.31246777112127","7.27679074808074","6.00663250549731","5.94942095504902","4.98825959700921","4.93189625004525","4.1160204391758","4.01954199195023","3.40684800922031","3.29487387325437","2.86489475454152","2.73843633957993","2.39774955841428","2.22316316134802","1.8944523887493","1.69988291006746","2.98010523767457","4099995","3.23977422886681","3448762","2.72090740579386","7548675","1.41604935854209","1.2347862850744","0.958407775138912","0.808323057760527","0.544620935443437","0.43911643822669","0.320696159742368","0.238681624732242","2.71216021004506","126551874","49.9608053317793","126750436","50.0391946682207","253302310",""
"American Samoa","ASM","1990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1253549165475","","","","","47351",""
"Antigua and Barbuda","ATG","2005","50.3488243328043","10.496105717766","39.8527186150382","8.11309301456854","8.4933989127621","66.5119990179832","28948","67.5849831901382","25231","65.3145223919234","54182","7.79557340306313","7.98343256536371","8.31154277175943","7.99896453533523","8.88354501307434","8.21382345327466","8.77848337691445","8.02743981361636","7.7698916697796","7.25342997670205","6.40642510272693","6.1894900336526","4.94023160254016","4.90033652601605","3.68883078072469","3.4869272586073","2.89736645498693","2.76727931659332","6.98091204811883","3116","7.27493462831528","2577","6.67098110276987","5687","2.32536421367202","2.2417809992234","1.8490847964139","1.65933212529122","1.4078259245424","1.30468547760808","1.69265969368696","1.46518250064717","1.37818990118547","42832","52.5791166433429","38630","47.4208833566571","81462",""
"Australia","AUS","1963","62.9171422756147","14.0801028624616","48.8370394131531","8.32976940103448","8.63179945565196","61.380892042528","3285063","60.4728404196574","3436138","62.2747665733558","6721208","6.69641969312824","6.95192909788054","6.07721549737161","6.38703167824544","6.22280236410917","6.64462168103781","6.87358476573674","7.24615298471002","6.56226343063473","6.66919675909067","5.91237317372864","5.93553095160631","5.46451652354249","5.62580811383806","4.45546367084469","4.58767117923411","3.87843189952666","3.59502467206086","8.64249530989717","545604","10.0437095154483","400760","7.26317072304894","946353","3.48510759544136","2.77213467947913","2.8453097256971","2.10084894726075","1.95452180764133","1.37684482347848","1.75877038666853","1.01334227283058","1.91781647792421","5432295","49.6099972162746","5517705","50.3900027837254","10950000",""
"Burkina Faso","BFA","1976","90.8728906812582","5.81487006015477","85.0580206211034","10.1913459099093","10.6956620980207","52.3908928174953","1701250","53.4817272468063","1585768","51.2689300070255","3287021","8.50970121594106","8.63606957429247","7.01645681081348","6.95028417035802","6.01843512387484","5.68835375176323","5.07989171934676","4.59069542931725","4.30538514231248","3.75284631069961","3.79862514629866","3.29177873282555","3.37149437298353","2.98948703847575","2.88519968450104","2.59883564352082","2.30519212082516","2.074917257752","3.04645956024805","101793","3.20003847855057","89344","2.88855071015917","191136","1.61949428999058","1.46008504904077","0.967905305041539","0.875837647051977","0.442723388577089","0.402225772128964","0.169915494941359","0.15040224193746","1.92269145724111","3180993","50.7009368138384","3093039","49.2990631861616","6274032",""
"Bangladesh","BGD","2000","68.9506648649549","6.51153596619681","62.4391288987581","11.1390363809185","11.0112954039575","59.1888760718162","36588719","58.9542870596497","38970535","59.4108334297076","75559254","9.90550484424953","9.69120846684072","8.52787586470389","8.28543664259278","7.5379505528459","7.55640391970132","6.26195884224743","6.42877373058232","4.46470855743944","4.75528942008657","3.08183811820221","3.36780862467592","3.05883080097625","3.19136071930363","2.80323189725824","2.8561476593078","2.17335120080826","2.26710884265901","3.85410520844256","2354263","3.79335217272603","2565809","3.91159246624262","4920068","1.60423631110546","1.68119678881612","1.1181163022061","1.13991466239545","0.665204557752926","0.676673547577515","0.405795001661541","0.41380746745354","1.95239046202205","62062864","48.6165622921054","65594998","51.3834377078946","127657862",""
"Bahamas, The","BHS","2012","47.4046745454177","9.31260262309704","38.0920719223207","8.67467049597762","9.30078182622806","67.8404440239394","127406","68.0126196437246","119248","67.6569042404712","246655","7.71645304734502","8.21087748363158","7.37960891916275","7.31614601654431","7.55683911021903","7.38479694077865","8.05863543429404","7.91414662929636","7.70684418156486","7.54479330965539","7.16287561323248","7.06480420302518","6.15714766157575","5.83589592292941","4.44730337858397","4.13777843339726","3.1522418017691","2.94688347498497","6.31765974300299","12978","6.92799222749524","9992","5.66909119793026","22970","2.50364336160831","2.20817683570302","1.91536724551186","1.60393522983876","1.23420542687386","0.97472965152564","1.2747761935012","0.882249480862846","1.10570789821922","187327","51.5227693416323","176254","48.4772306583677","363581","1.057"
"Belarus","BLR","1983","49.0775909255169","15.2595143550982","33.8180765704188","7.1626888434115","8.40948756843559","67.0791654849184","3461968","65.871127574301","3140628","68.4630654796482","6602602","8.03675694243702","9.57357069018566","7.72434056720307","9.11421850502343","6.7198465866527","7.7743095277365","5.2959348683358","5.96828414301586","5.52256996493606","5.82043757051098","7.1203445206178","7.17484130980819","6.73859386944684","6.37705839346646","6.85958860257217","5.41530897232357","4.690462808688","2.83554879914191","10.235954919326","698064","13.2821239866308","309479","6.7463893218406","1007525","3.51086000572003","1.97098016874978","4.02240396138903","2.10387078227132","2.91148368833045","1.43818785606877","2.83737633119126","1.23335051475073","0.683014021783473","5255668","53.3949770345825","4587332","46.6050229654175","9843000",""
"Belize","BLZ","1962","102.15035908506","8.50388143966126","93.6464776453983","8.65326020719074","8.65412565923342","49.468085106383","24698","50.1685963843185","23482","48.7562808853453","48178","7.32277066829169","7.06573647273784","6.57119642494414","6.12516091524438","5.90899857810278","5.6600639508326","5.0355474304286","4.95411320127901","4.13772090188909","3.9201029857564","4.03615681495023","3.76437855570782","3.56083688807638","3.54221170217184","2.7137924030063","2.85079523275611","2.22831606743855","2.21959220962584","4.20705660067362","2149","4.36522445663213","1949","4.04675885552926","4097","1.78752793012391","1.68805282172667","1.26548852325818","1.17520036543333","0.773918342474101","0.708027075287571","0.53828966077595","0.475478593081683","2.80300715595361","49230","50.5482996550025","48162","49.4517003449975","97392","1.03"
"Bolivia","BOL","2019","61.196452673376","11.8296118326361","49.3668408407399","9.65982156420931","9.96395778193377","62.0361066958508","3554754","61.9998182608118","3587524","62.0720667878859","7142280","9.03667591001713","9.25515575356196","8.26424947732542","8.39727794829098","7.39893025034835","7.44117553932263","6.53643652706527","6.52038692569448","5.69255275712476","5.62823345723441","4.87463920323586","4.77122076208935","4.12336916548748","3.99838328219667","3.47899735082867","3.33467079358801","2.93414605516953","2.76160454397363","7.33863164569056","454087","7.91990429565513","390819","6.76202948606749","844904","2.46879257332051","2.26939148672809","2.00530531922","1.80022496323715","1.49995875113434","1.27685063925583","1.94584765198027","1.41556239684643","1.39913335536684","5733491","49.7997064561749","5779611","50.2002935438251","11513102","1.05"
"Brunei Darussalam","BRN","1965","100.054707801723","7.37969168246029","92.675016119263","6.85641667002864","7.01113299000303","49.9863262555427","24389","49.1971598015088","26793","50.7289457740079","51181","6.44491063864122","6.61163283853378","6.65873240004841","6.81800969403211","6.65671521362004","6.81422296273857","5.84782345584379","6.05687670402908","4.83721305523056","5.11019388064223","4.03033848388268","4.16540442290215","3.22749828539154","3.4061647985459","2.62032517045225","2.65071190548319","2.01718642836971","2.08459557709785","3.68898091535952","1990","4.01420099245572","1791","3.39101787337171","3777","1.61576632912414","1.51658588306574","1.2123290434502","0.946682823386853","0.812926130632993","0.569903059678885","0.373179489248396","0.35784610724023","4.56702193860792","49574","48.4168375817951","52816","51.5831624182049","102390",""
